zwemwaterlocatie_id,naam,latitude,longitude
1597,It Suderstrand,52.8719,5.3699
1599,Strand Staversekade,52.6593,5.5948
1600,Warder,52.5666,5.0325
1601,Woldstrand,52.3265,5.5497
1604,Zilverstrand,52.3273,5.1479
1606,Watersportcentrum De Bijland,51.8655,6.0807
1607,Rhederlaag Giese Kop,51.9915,6.0549
1609,Recreatiepark De Scherpenhof,52.2982,6.1002
1610,Camping Ijsselstrand,52.0323,6.1597
1611,Tull en 't Waal West,51.9978,5.1313
1612,Tull en 't Waal Oost,51.9952,5.1391
1613,Strand Eiland Van Maurik,51.9745,5.423
1614,Zwanenbad,51.9376,5.9509
1615,Bemmelse Waard,51.8821,5.8995
1617,De Bisonbaai,51.8668,5.9335
1618,Middelwaard,51.9943,5.0762
1619,"Aakvlaai, Badstrand",51.7236,4.8646
1620,"De Hoge Waard, Camping Badstrand",51.78,5.0821
1621,De Mosterdpot,51.8192,5.0005
1622,De Neswaarden,51.7857,5.1154
1624,"Gat van de Kerksloot, Badstrand",51.7248,4.7708
1625,Spui Goudswaard,51.8034,4.28
1626,Haringvlietbrug Oost,51.7219,4.407
1627,Haringvlietbrug West,51.7218,4.4032
1628,Recreatieterrein Hellegatsplein,51.7063,4.3984
1629,Quackstrand,51.8415,4.074
1631,Vuurtoren Badstrand Hellevoetsluis,51.8208,4.125
1632,Hitsertsekade Zuid-Beijerland,51.7364,4.3681
1633,Middelharnis Badstrand,51.7721,4.1944
1634,"Noordergat van de Plomp, Badstrand",51.7196,4.7922
1636,"Rietplaat, Badstrand",51.7486,4.7778
1637,Recreatieterrein RWS Stellendam,51.825,4.0455
1638,Strandbad Well,51.7479,5.1854
1639,"Wijksche Waard, Badstrand",51.7735,5.1335
1641,Strandslag Paal 15 Westerslag,53.0661,4.7227
1642,"Bloemendaal aan Zee, Afgang Zuid",52.4025,4.5424
1643,Brouwersdam Kabbelaarsbank,51.7631,3.8474
1644,"Strandslag 10 Abbestee, Callandsoog",52.8413,4.6913
1645,Strandslag 19 Camperduin,52.7248,4.6386
1646,Strandslag 38 Castricum aan Zee,52.5565,4.605
1647,Strandslag 32 Hoofdafgang Egmond aan Zee,52.6172,4.6191
1648,"Strandslag 8, Groote Keeten",52.8636,4.7011
1649,Hoek van Holland,51.9911,4.1081
1650,Strandslag Huisduinen,52.9486,4.7172
1651,IJmuiden Klein Strand,52.4603,4.563
1652,Strandslag Julianadorp,52.8968,4.7108
1654,Katwijk aan Zee Boulevard Zuid,52.2019,4.3881
1655,Kennemerstrand  activiteitenstrand zone 1,52.4594,4.5538
1656,Den Haag Kijkduin,52.0706,4.2194
1657,Strandslag Paal 19 De Koog,53.0965,4.748
1658,Strandslag Paal 28 De Krim,53.1632,4.8193
1660,Noordwijk aan Zee Boulevard,52.245,4.4275
1661,Noordwijk aan Zee,52.2829,4.4593
1663,Ouddorp strand,51.83,3.9153
1664,Strandslag 16 Korfwater,52.7777,4.6611
1665,Rockanje Badstrand,51.8699,4.0461
1666,Scheveningen Noorderstrand,52.1091,4.2707
1667,Scheveningen Zwarte Pad,52.1229,4.2929
1668,"Strandslag 15, Sint Maartenszee Zuid",52.7933,4.6701
1669,Monster Ter Heijde,52.0331,4.1672
1670,Paal 9 Hoornderslag,53.0236,4.7086
1671,Wassenaarse Slag,52.1624,4.3452
1672,West Nieuwland,51.7863,3.8633
1673,"Wijk aan Zee, Activiteitenstrand, Zone 2",52.4917,4.5835
1674,"Zandvoort aan Zee, Centrum",52.3668,4.5189
1675,Heemskerk,52.5237,4.5966
1018,"Het Rutbeek; Paviljoen, strand geel",52.1769,6.8323
1017,Het Rutbeek; Kiosk strand paars,52.1803,6.8398
1513,Wemeldinge Oesterbaai,51.5224,3.9933
1513,Wemeldinge Nieuwendijk,51.5214,4.0006
1513,Wemeldinge Camping Linda,51.5184,4.0129
153860,Europarcs Resort De Achterhoek,52.1383,6.3813
1511,Badstrand Vlissingen,51.4481,3.5576
1511,Nollestrand Vlissingen,51.4506,3.5493
1505,Strand bij slufter en caisson Rammekenshoek,51.4487,3.646
1505,Strand bij zeedijk Fort Rammekens,51.4514,3.6584
1508,Sint Philipsland strand West,51.6147,4.1619
1512,"Breezand, overgang de Zandput",51.5931,3.6104
1512,"Breezand, overgang de Wijde Blik",51.5912,3.617
1512,"Breezand, overgang Breezand",51.5904,3.6192
1512,"Breezand, overgang Duinoord",51.5899,3.6207
1512,"Breezand, overgang Fort Den Haakweg",51.5895,3.6233
1512,"Breezand, overgang Veersche Gat",51.5899,3.635
1496,"Oostkapelle, overgang Hamster",51.5781,3.5256
1496,"Oostkapelle, overgang Berkenbosch",51.5791,3.5291
1496,"Oostkapelle, overgang Lage Duintjes",51.5812,3.5346
1496,"Oostkapelle, overgang Duinweg",51.5839,3.5401
1496,"Oostkapelle, overgang Waterwingebied",51.5863,3.5455
1475,"Domburg, overgang Noordduin",51.5535,3.4623
1475,"Domburg, overgang Trommelweg",51.557,3.4698
1475,"Domburg, overgang Golflinks werkpad",51.5593,3.4751
1475,"Domburg, overgang de Zeven Golven",51.5615,3.4801
1475,"Domburg, overgang Golflinks Oost",51.5639,3.4853
1475,"Domburg, overgang de Hoge Hil West",51.5656,3.4893
1475,"Domburg, overgang de Hoge Hil",51.5666,3.4916
1475,"Domburg, overgang Duinstraat",51.5676,3.4938
1475,"Domburg, overgang Volksbad",51.5684,3.4954
1475,"Domburg, overgang Badpaviljoen",51.5691,3.4972
1475,"Domburg, overgang Badstraat",51.5697,3.4994
1475,"Domburg, overgang Watertoren West",51.5705,3.5015
1475,"Domburg, overgang watertoren Oost",51.5711,3.5034
1475,"Domburg, overgang Hoogduin",51.5721,3.5068
1475,"Domburg, overgang Zonneveld",51.5736,3.5113
1475,"Domburg, overgang Westhoven",51.5751,3.5151
1520,"Zoutelande, overgang Groot Valkenisse",51.4911,3.4974
1520,"Zoutelande, overgang Vossenhol",51.4933,3.4951
1520,"Zoutelande, overgang Deep Dean",51.4945,3.4925
1520,"Zoutelande, overgang 't Pauwtje",51.4964,3.4883
1520,"Zoutelande, overgang 't Martgat",51.4973,3.4861
1520,"Zoutelande, overgang 't Bosje",51.4982,3.4839
1520,"Zoutelande, overgang 't Slachtgat",51.5002,3.4792
1520,"Zoutelande, overgang de Hoogte",51.501,3.4773
1520,"Zoutelande, overgang de Hoge Hilt",51.5021,3.4747
1520,"Zoutelande, overgang het kustlicht",51.5037,3.471
1520,"Zoutelande, overgang 't Vroon",51.5052,3.467
1520,"Zoutelande, overgang Bramendal",51.4953,3.4903
1519,"Dishoek, overgang Galgenwei",51.463,3.5251
1519,"Dishoek, overgang Westduin",51.4653,3.5229
1519,"Dishoek, overgang Vebenabos",51.4673,3.5206
1519,"Dishoek, overgang Kaapduin",51.4722,3.5154
1519,"Dishoek, overgang het Lage Licht",51.475,3.513
1519,"Dishoek, overgang Strandweg",51.4783,3.5106
1516,"Westerschouwen, overgang Speelduin",51.6714,3.6985
1516,"Westerschouwen, overgang de Punt",51.6676,3.7069
1503,"Renesse, overgang Scholderlaan",51.7438,3.7715
1503,"Renesse, overgang Laone Kijkduin",51.7443,3.7824
1476,"Ellemeet, overgang Scharendijke",51.7429,3.8175
1481,"Kamperland De Banjaard, overgang de Residence",51.598,3.6724
1481,"Kamperland De Banjaard, overgang Kavel 1",51.5967,3.668
1481,"Kamperland De Banjaard, overgang de Oude Banjaard",51.5957,3.6636
1481,"Kamperland De Banjaard, overgang Hoofdstrand",51.5947,3.6596
1481,"Kamperland De Banjaard, overgang Duindoornpad",51.5937,3.6559
1481,"Kamperland De Banjaard, overgang Grote Duinen",51.5929,3.6526
1481,"Kamperland De Banjaard, overgang Veerse Dam",51.5921,3.649
153861,Zwemeiland Bovenwijde,52.7227,6.0998
1468,"Breskens, overgang Tweede Strange",51.4004,3.5559
1469,"Breskens, overgang Halve Maantje",51.4059,3.538
1469,"Breskens, overgang Strandplevier",51.406,3.5364
1469,"Breskens, overgang Kieweg",51.4062,3.5345
1469,"Breskens, overgang Zeekoet",51.4068,3.5298
1469,"Breskens, overgang 't Zandertje",51.4072,3.524
1470,"Nieuwesluis, overgang Zwarte Gat",51.4012,3.4924
1470,"Nieuwesluis, overgang Groese Duintjes",51.3995,3.4869
1470,"Nieuwesluis, overgang Clethemspolder",51.3979,3.4807
1470,"Nieuwesluis, overgang Verklikker",51.3958,3.469
1492,"Nieuwvliet-Bad, overgang Adornis",51.3921,3.4495
1472,"Cadzand, overgang Sluissche Hompels",51.3891,3.4163
1472,"Cadzand, overgang Vliender",51.3879,3.412
1472,"Cadzand, overgang Pese Schorre",51.3864,3.4079
1472,Cadzand overgang de Brabander,51.3852,3.404
1472,"Cadzand , overgang Vlamingpolder",51.3841,3.4004
1472,"Cadzand, overgang Badhuis",51.3831,3.3966
1472,"Cadzand, overgang Appelzak",51.3825,3.3935
1472,"Cadzand, overgang Villa Leopold",51.3817,3.3905
1472,"Cadzand, overgang Kievitte",51.3809,3.3877
1472,"Cadzand, overgang ´t Haventje",51.38,3.3845
1521,"Het Zwin, overgang Noordzee",51.377,3.3765
1521,"Het Zwin, overgang Wielingen",51.3787,3.3802
1491,"Nieuw Haamstede, overgang 't Oude Vuur",51.7064,3.6786
299241,'t Zand,51.4993,4.9497
1576,Laakse Strand,52.2549,5.425
1559,Erkemederstrand Evenementenstrand,52.2734,5.5236
1557,Ellerstrand Zuid,52.4273,5.7752
1561,Harderstrand Zuid,52.3785,5.6248
1578,Vooroever; Regatta Strand,52.7673,5.1196
1571,Gooierhoofd,52.3084,5.2545
1571,Zomerkade,52.3069,5.2595
1382,"Hoornseplas zuid, Groningen",53.1753,6.5516
1670,Paal 12 Jan Ayeslag,53.0389,4.7113
1657,"Strandslag Paal 20, De Koog Badweg",53.1033,4.7546
1657,"Strandslag Paal 21, De Koog",53.111,4.7631
1641,Strandslag Paal 17 Ecomare,53.084,4.7357
1553,Recreatiepark Broekerhaven,52.6864,5.2535
1560,Waterlandstrand Hemmeland,52.4567,5.0514
1560,Monnickendamstrand,52.4558,5.0505
1480,Kabbelaarsbank West,51.7529,3.8578
1502,De Punt,51.7808,3.8874
302620,Natuurbad De Zeekoelen,50.9301,5.9786
1081,Boekels Ven,51.5918,5.6964
1304,Hemelrijk Grote Plas Noordzijde,51.6363,5.6756
1327,Hemelrijk Zwemzone 2,51.632,5.6831
1259,'T Hoefsven,51.6761,5.0942
1308,Rooyse Plas Handel,51.5745,5.7218
1271,E-3 Strand (Lob 1),51.3798,5.3312
1272,E-3 Strand (Lob 2),51.3827,5.3363
1273,"Eersel, E3 Kleine Plas",51.3769,5.328
1274,Ter Spegelt Onoverdekte Plas,51.3355,5.3008
1054,"Kurenpolder, zwemplas",51.7286,4.8824
1277,Beekse Bergen (Recreatie),51.5258,5.1253
1298,De Kienehoef,51.5789,5.442
1278,Beekse Bergen Zone 2,51.5212,5.137
29531,Rauwbraken,51.582,5.1306
1295,De Achterste Hoef,51.3404,5.2308
29532,Rauwbraken Ondiep,51.5813,5.1305
29533,Het Baksche Ven,51.5525,5.1412
1282,"Ijzeren Man, Boulevard",51.6506,5.2598
1293,De Langspier,51.602,5.3041
1283,Ijzeren Man (Bad),51.6534,5.2576
1292,"De Langspier, Boxtel",51.604,5.3008
1284,Zuiderplas (Bad),51.6754,5.3146
1285,Meerse Plas,51.6789,5.3588
1290,Aquabest,51.4967,5.4336
1288,Spartelvijver,51.3978,5.1182
1289,Staalbergven,51.5733,5.2196
1323, Engelermeer Oost,51.7046,5.2461
1324,Engelermeer West,51.7021,5.2439
1325,De Nieuwe Wiel,51.6887,5.187
1326,Zandwinplas,51.6792,5.1147
1307,"Vinkeloord Dierenbos, Noordoostelijke Zijde Zwemzone",51.7058,5.4296
1311,Heische Tip,51.6951,5.657
1313,"De Maashorst, Grote Plas",51.7295,5.6084
1312,"De Maashorst, Kleine Plas",51.7307,5.6066
1314,Geffense Bosjes,51.7416,5.4979
1315,'T Schaartven,51.5735,5.9749
1322,Oosterplas 's-Hertogenbosch,51.6869,5.341
1317,"De Kuilen Mill, Meest Noordelijke Hoek Van Het Strand",51.7001,5.7461
1321,Radioplassen,51.6109,5.9217
1014,Hulsbeek; Strand 3,52.3044,6.8852
1045,Bussloo De Kuiter (naturistenstrand),52.1958,6.0998
1029,'t Hilgelo naaktstrand,51.9918,6.7242
1046,Bussloo t Gorsselaar,52.2021,6.0963
1046,Bussloo De Stronk,52.2034,6.1099
1037,Stroombroek naaktstrand,51.9375,6.2651
1047,Bussloo De Fliertkamp,52.2032,6.1215
302621,Landal Landgoed 't Loo,52.4385,5.9523
302623,Camping De Tol,52.3569,5.7914
302622,Het Blauwe Meer,51.8594,6.4807
1541,De Gouden Ham Camping Het Groene Eiland strand Maasboulevard,51.8345,5.5549
302624,Blauwe Meer,52.883,6.4105
302625,Sint Annaland Badstrand,51.607,4.105
302626,Stavenisse Badstrand,51.594,4.0037
302627,Scheveningen Zuiderstrand,52.0916,4.2466
1547,Recreatiestrand Camping De Oosterdriessen,50.8005,5.7041
302628,"Stad aan 't Haringvliet, Badstrand",51.7453,4.2419
29530,Blauwe Meer - Experience Island,51.6122,5.0619
304870,"Strand Pieterman, Volendam",52.4871,5.0606
304871,"Molenplas, Haarlem",52.3454,4.6558
304872,"De Grote Speelweide, Amsterdamse bos",52.3197,4.8282
1556,Veluwe Strandbad Noord,52.455,5.8185
1556,Veluwe Strandbad Bungalowpark,52.4515,5.8243
1569,Strand Horst De Staart,52.3282,5.5782
1569,Strand Horst  Riebroek,52.3093,5.5576
1569,Strand Horst Eliasgat,52.3042,5.5544
1623,Rietschoof,51.7771,5.1241
1367,"Grunostrand Harkstede, camping",53.2158,6.6627
559041,"Camping Spijkerboor, Zevenhuizervaart",52.2009,4.5541
993,Milligerplas West,52.5471,6.0575
1461,Badstrand Midsland aan Zee,53.41,5.2809
1457,Badstrand Formerum,53.4126,5.2986
1457,Badstrand Oosterend,53.4256,5.3856
5921820,Marina Strandbad,52.0356,6.1361
5921821,Camping Betuwe,51.9385,5.5425
5921822,Strandbad Winterswijk,51.9565,6.7254
5921823,Camping de Waay,51.901,5.9833
5921825,Rhederlaag Noordoever,52.0018,6.0469
5921824,Rhederlaag Bahrsche Strand,51.9874,6.041
5911120,Brielse Meer Camping de Meeuw,51.9054,4.1805
5911121,Brielse Meer Buitenstrand bij Camping de Meeuw,51.9046,4.1801
5911122,Binnenbedijkte Maas Westmaas,51.7898,4.4843
5911123,Zwemplas Woude,51.881,4.6143
5934676,strand Diemerpark,52.3545,4.987
5921826,De Gouden Ham Camping het Groene Eiland,51.834,5.5484
6053310,Grote Rietplas - Parelstrand,52.7359,6.9054
6057660,Dijkstrand Urk,52.6634,5.5926
5934670,"Geestmerambacht, Zwembaai 5",52.6841,4.7746
1653,Katwijk aan Zee Boulevard Noord,52.2162,4.4023
5934675,"Geestmerambacht, Zwembaai 6",52.6807,4.7747
5934674,"Geestmerambacht, Zwembaai 1",52.6912,4.767
5934673,"Geestmerambacht, Zwembaai 3",52.6897,4.7709
5934671,"Geestmerambacht, Zwembaai 4",52.6855,4.7716
5934672,"Geestmerambacht, Zwembaai 2",52.6905,4.7701
6167780,Strand Wellerwaard,52.7436,5.7793
6102791,Sloterstrand,52.3714,4.8228
6170190,Hooge Oude Veer,52.8519,4.8125
1645,Strandslag 20 Hargen aan Zee,52.7143,4.6374
1645,Strandslag 21 Schoorl aan Zee Noord,52.7026,4.6357
1645,Strandslag 22 Schoorl aan Zee Zuid,52.6974,4.6344
1647,"Strandslag 35, Middenweg Egmond-Binnen",52.5979,4.6161
1642,"Bloemendaal aan Zee, Afgang Parnassia",52.418,4.5524
1642,"Bloemendaal aan Zee, Afgang Kattendel",52.4235,4.5558
1642,"Bloemendaal aan Zee, Afgang Duin en Kruidberg",52.4342,4.559
1646,Strandslag 37 Castricum aan Zee,52.5628,4.6067
1646,Strandslag 39 Castricum aan Zee,52.5499,4.6032
1650,Strandslag Donkere Duinen (Hengstepad),52.9399,4.7145
1650,Strandslag Duinoord,52.9283,4.7133
1652,Strandslag Drooghe Weert,52.8877,4.7091
1652,Strandslag Zandloper,52.9065,4.7116
1652,Strandslag Falga,52.9165,4.7121
6194531,"Emmer-Compascuum, speelvijver",52.8053,7.0301
6194533,Watergoed,51.8977,5.7741
6194534,Vakantiepark De Groene Heuvels,51.8442,5.69
6194532,Badstrand Veen,51.7847,5.1053
1559,Erkermederstrand Hondenstrand,52.2713,5.5107
6243120,Het Belevenissenbos Lelystad,52.5418,5.4764
6249511,Beachstrand Eemhof,52.2599,5.3905
1644,"Strandslag 9 Voordijk, Callantsoog",52.8539,4.6965
1644,"Strandslag 11 Seinpost, Callandsoog",52.838,4.6898
1644,"Strandslag 12 Dorpsplein, Callandsoog",52.8348,4.6884
1644,"Strandslag 13 Kiefteglop, Callantsoog",52.8309,4.6866
1664,Strandslag 17F Hazedwarsdijk,52.7623,4.6503
6026683,Groote Wielen,51.7361,5.3629
6250330,RCN strand,52.3105,5.5468
6102790,Havenstrandje Marken,52.4573,5.0987
6501070,Honswijkerplas,51.9908,5.1469
6501550,Camping Lievelinge,51.8454,5.0366
6501551,Strandeiland Harderwijk,52.351,5.6124
6502150,Harderwijkerzand,52.3018,5.2796
6502151,Swimplak Blauwhoek,53.2031,6.0487
6517380,Venegat,52.1975,4.6684
1578,Vooroever Vlietsingel strand,52.765,5.1218
6518920,Botjeszwembaai,53.1814,6.853
6502091,Bakelse plassen Nederheide,51.519,5.7796
6502090,Streekpark Klein Oisterwijk,51.5503,5.2283
6505733,Lauwersmeer strand Brilduiker,53.3932,6.2347
6505732,strand Kleine zwaan,53.396,6.2303
6505731,Lauwersmeer strand Zeearend,53.397,6.2222
1374,Strand Meerkoet,53.402,6.2106
1645,Strandslag 17 Camperduin Noord,52.7281,4.639
1645,Strandslag 16 De Putten,52.7326,4.6405
6098112,Villa Westend,52.4246,4.6725
6669260,Vakantiepark De Betteld,52.0092,6.3832
6249510,BillyBird Park Drakenrijk,51.2688,6.0763
6670220,Slootermeer (Groot),51.8973,6.3494
6670570,Vakantiepark Eiland van Maurik,51.9746,5.4285
6672410,Strandje westbermweg Kortgene,51.5502,3.7877
6672412,Veere Bastionstrand,51.5513,3.6647
6672411,Bremerbaaistrand,52.4163,5.7292
1640,Strandslag 24 Bergen aan Zee afgang Noord,52.6649,4.6283
1664,Strandslag 17E Hazedwarsdijk,52.7654,4.652
1664,Strandslag 17D Nolmerban,52.7683,4.6537
1664,Strandslag 17C Petten West,52.7706,4.6555
1664,Strandslag 17 B Petten Centrum,52.7724,4.6571
6834220,Recreatiepark De Bergen,51.6405,5.8039
6836790,Zeumeren 2,52.1735,5.6173
6837160,Het blauwe meertje,51.2339,5.6515
6843230,Andijk Zwemstrand,52.7397,5.1755
6841610,Tweede Maasvlakte,51.9277,3.9779
6834130,Ter Spegelt Sterrenstrand,51.334,5.3009
1640,Strandslag 28 Woudweg Bergen aan Zee,52.6487,4.6253
1674,"Zandvoort aan Zee, Noord",52.3945,4.5372
1674,"Zandvoort aan Zee, Zuid",52.36,4.5148
1123,Jagersveld; De Fuut,52.4627,4.8313
1123,De Fuut-Watersnip,52.4635,4.8339
6997560,Spiegelwaal,51.8551,5.8602
6997561,De Lentse Plas,51.8786,5.8643
6841460,'t Gasselterveld,52.9722,6.7498
6997562,strandje Brouwershaven,51.7315,3.9154
6837320,strand zuid Oldambtmeer,53.1651,7.0372
1585,Strand Nulde Noord Leisurelands,52.2811,5.5419
1585,Strand Nulde Noord Strandparc Nulde 2,52.2777,5.54
6506940,Bussloo Kinderstrand,52.1958,6.0942
7173160,Kraaijenbergse plas Beers,51.7286,5.8261
7173161,Kraaijenbergse plas Op den Drul,51.7401,5.8398
7174280,Strand Nulde Zuid,52.266,5.5299
7176840,Delfstrahuizen,52.8784,5.8161
6837321,Stadsstrand Groningen,53.2255,6.5672
7346520,Tijningenplas jeugdstrand,51.8,5.2412
7346520,Tijningenplas familiestrand,51.7992,5.2371
7348970,Dagstrand Resort Boschmolenplas,51.1811,5.8785
6834321,Noord Aa Naaktstrand,52.0847,4.5134
7005041,Vadedoplas,52.1515,4.5435
7350500,Port Zelande,51.7592,3.8656
7350900,'s-Gravenzande,52.0126,4.1392
7350750,Hartje Groen,51.7266,5.6344
7350751,De Kievit Groepsaccommodaties,51.4437,5.1677
7356360,Hexelse Plas Zuid Bungalowpark Hoge Hexel,52.3847,6.5557
7356361,Sunset Beach PonyparkCity,52.5909,6.5927
7356680,"Strand De Strook, Loosdrechtse plassen",52.1696,5.0596
7356681,Meeroevers,53.2225,6.659
7356682,strand zoutkamp,53.3388,6.2973
7354070,Havenstrand Markerwadden,52.5829,5.3638
7532050,"Recreatiestrand Skûlenboarch, Drogeham",53.194,6.0855
7532190,Smokkelstrand De Flaasbloem,51.4892,4.8962
7532191,Belhamel Recreatieparadijs,51.7107,4.7124
1560,Strand Noord Hemmeland Monnickendam,52.4592,5.0534
1664,Strandslag 17 A Panoramaduin,52.7741,4.6586
1664,Strandslag 17 Petten,52.7759,4.6601
7536370,Strand Nijstad,52.7076,6.4258
1598,Uitdam Noord,52.4282,5.0765
7556710,landgoed tennax,53.0754,7.0206
1153,"Nieuwe Meer, Noordoever",52.335,4.8157
1657,"Strandslag paal 20,5, De Koog",53.1058,4.7584
1657,"Strandslag paal 19,5, De Koog",53.1004,4.753
1668,"Strandslag 14, Sint Maartenszee Noord",52.7988,4.6736
1640,Strandslag 25 C.F. Zeilerboulevard,52.6632,4.6278
1640,Strandslag 26  Van der Wijckplein Bergen aan Zee,52.6607,4.6273
1640,Strandslag 27 Afgang Zuid Bergen aan Zee,52.6572,4.6267
1664,Strandslag Pettermerduinen,52.7872,4.6687
1647,Strandslag 29  Panoramapad Egmond aan Zee,52.6261,4.621
1647,Strandslag 30  Afgang Noord Egmond aan Zee,52.6234,4.6205
1647,Strandslag 31  Boulevard Emmastraat Egmond aan Zee,52.6205,4.6198
1647,Strandslag 33  Afgang KNRM Egmond aan Zee,52.6159,4.619
1647,Strandslag 34 Afgang Zuid Egmond aan Zee,52.6134,4.6183
1647,"Strandslag 36, Scheilaan Egmond-Binnen",52.5756,4.6123
1675,Heemskerk Zuid,52.4995,4.5874
1675,Heemskerk Noord,52.5278,4.5978
1673,"Wijk aan Zee, Recreatiestrand zone 1",52.4928,4.5841
1673,"Wijk aan Zee, Recreatiestrand zone 1",52.494,4.5846
1673,"Wijk aan Zee, Recreatiestrand zone 1",52.4961,4.5856
1673,"Wijk aan Zee, Recreatiestrand, zone 1",52.4979,4.5867
6267820,"Strand gemeente Velsen, Recreatiestrand, zone 3",52.4884,4.5812
6267820,"Opgang Vliegerpad, Recreatiestrand, zone 3",52.4872,4.5803
6267820,"Opgang Kitesurfpad, Aktiviteitenstrand, zone 2",52.4837,4.5781
6267820,"Opgang Golfsurfpad, Recreatiestrand, zone 1",52.4687,4.5718
6267820,"Opgang Golfsurfpad, Recreatiestrand, zone 1",52.4681,4.5693
1651,IJmuiden Klein Strand,52.4611,4.5639
1651,IJmuiden Klein Strand,52.462,4.5644
1655,Kennemerstrand,52.443,4.5603
1655,"Kennemerstrand, Strandopgang Strandvonderpad",52.4454,4.5598
1655,"Kennemerstrand, Strandopgang Zeewindepad",52.4472,4.5595
1655,"Kennemerstrand, Strandopgang Mantelmeeuwpad",52.4484,4.5592
1655,Kennemerstrand Kokmeeuwpad,52.4498,4.5588
1655,"Kennemerstrand, Zilvermeeuwpad",52.4513,4.5583
1655,"Kennemerstrand, Venusschelpenpad",52.4529,4.5575
1655,"Kennemerstrand, Strandopgang Schelpenvisserpad",52.4545,4.5568
1655,"Kennemerstrand, Strandopgang Waekerpad",52.4557,4.556
1655,"Kennemerstrand, Strandopgang Cornelis Vreeswijkpad",52.457,4.5552
1642,Bloemendaal aan Zee,52.4035,4.5432
1642,"Bloemendaal aan Zee, Afgang Duintrap/De Lakens",52.4082,4.5466
1642,Bloemendaal aan Zee,52.4018,4.5419
1642,"Bloemendaal aan Zee, naaktstrand",52.4359,4.5595
1674,"Zandvoort aan Zee, Zuid",52.3284,4.4948
1674,"Zandvoort aan Zee, Zuid",52.349,4.5079
1674,"Zandvoort aan Zee, Zuid",52.3518,4.5096
1674,"Zandvoort aan Zee, Centrum",52.3699,4.5212
1674,"Zandvoort aan Zee, Centrum",52.3716,4.5224
1674,"Zandvoort aan Zee, Centrum",52.3736,4.5238
1674,"Zandvoort aan Zee, Centrum",52.3756,4.525
1674,"Zandvoort aan Zee, Centrum",52.3774,4.5263
1674,"Zandvoort aan Zee, Centrum",52.3795,4.5274
1674,"Zandvoort aan Zee, Centrum",52.3834,4.5298
1674,"Zandvoort aan Zee, Noord",52.3864,4.5317
1674,"Zandvoort aan Zee, Noord",52.4009,4.5414
7715480,Strandje Wijkse Bol,51.7617,5.1342
7715481,Strandje Rijswijk,51.8037,5.0217
7715482,Strandje Andel,51.7831,5.0614
7716691,Kurenpolder De Baai,51.7264,4.8843
7716690,De Tureluur,51.4813,4.2624
7179850,Strand IJburg,52.358,5.013
7723200,Zandmotor,52.0561,4.1921
1522,Recreatiestrand Porta Isola,51.1342,5.8552
1560,Mirrorstrand Hemmeland,52.4547,5.0487
1598,Strand Uitdam,52.4241,5.0735
7941840,strand Kortgene Paardekreek,51.5496,3.8096
7941841,Strandje Geersdijk,51.5548,3.7609
7942900,Rakelbos,51.4518,5.211
7942901,Beekse Bergen zone 3,51.5199,5.1278
